no_flush,58287.0,219.0,219.0,234.0,199.0,276.0,215.0,230.0,268.0,219.0
no_flush,217.0,196.0,212.0,215.0,247.0,251.0,217.0,210.0,245.0,282.0
no_flush,265.0,197.0,233.0,214.0,209.0,211.0,215.0,288.0,242.0,246.0
no_flush,231.0,194.0,203.0,218.0,235.0,233.0,227.0,264.0,217.0,205.0
no_flush,231.0,222.0,236.0,220.0,203.0,230.0,227.0,219.0,297.0,219.0
no_flush,219.0,213.0,214.0,227.0,209.0,177.0,219.0,229.0,215.0,271.0
no_flush,214.0,212.0,223.0,215.0,230.0,223.0,213.0,221.0,222.0,229.0
no_flush,250.0,254.0,268.0,295.0,214.0,217.0,300.0,224.0,235.0,216.0
no_flush,235.0,110.0,220.0,230.0,211.0,240.0,224.0,260.0,220.0,235.0
no_flush,313.0,185.0,207.0,189.0,266.0,213.0,237.0,352.0,211.0,229.0
no_flush,232.0,189.0,212.0,224.0,235.0,227.0,243.0,211.0,253.0,210.0
no_flush,213.0,192.0,117.0,216.0,219.0,211.0,243.0,114.0,229.0,235.0
no_flush,284.0,181.0,182.0,191.0,186.0,237.0,227.0,185.0,143.0,215.0
no_flush,244.0,194.0,195.0,206.0,197.0,197.0,229.0,194.0,221.0,201.0
no_flush,252.0,190.0,213.0,206.0,211.0,182.0,196.0,228.0,198.0,192.0
no_flush,226.0,185.0,208.0,198.0,212.0,195.0,243.0,215.0,199.0,209.0
no_flush,232.0,205.0,212.0,228.0,264.0,232.0,222.0,220.0,235.0,229.0
no_flush,228.0,209.0,229.0,203.0,231.0,256.0,226.0,216.0,197.0,254.0
no_flush,232.0,188.0,183.0,221.0,229.0,196.0,187.0,186.0,198.0,264.0
no_flush,233.0,185.0,204.0,190.0,210.0,214.0,186.0,194.0,218.0,191.0
